serial,English,Physics,Chemistry,Mathematics,ComputerScience,Biology,PhysicalEducation,Economics,Accountancy,BusinessStudies
219342,5,4,7,4,0,0,4,0,0,0
102207,4,5,1,3,0,0,3,0,0,0
194649,6,3,5,5,0,0,4,0,0,0
80365,2,4,3,4,0,6,0,0,0,0
111247,3,4,2,1,0,0,0,2,0,0
178417,1,3,3,4,2,0,0,0,0,0
28201,4,7,4,4,0,0,2,0,0,0
213212,3,3,1,1,0,0,1,0,0,0
158752,6,6,5,7,0,4,0,0,0,0
180974,5,4,6,5,0,0,2,0,0,0
7832,4,2,1,1,1,0,0,0,0,0
20444,1,8,7,5,0,0,2,0,0,0
161471,6,0,0,5,0,0,5,0,3,5
128588,1,4,4,3,6,0,0,0,0,0
103370,2,4,5,4,4,0,0,0,0,0
101488,5,4,4,6,4,0,0,0,0,0
90229,4,6,5,8,7,0,0,0,0,0
195519,3,3,8,7,0,0,2,0,0,0
103212,1,1,1,1,0,0,1,0,0,0
178014,2,5,7,8,0,6,0,0,0,0
36980,2,1,2,3,1,0,0,0,0,0
201127,4,6,8,5,6,0,0,0,0,0
217260,7,1,5,1,0,0,2,0,0,0
141605,6,0,0,5,0,0,0,5,4,5
11903,4,4,6,2,0,0,7,0,0,0
14709,6,0,0,7,0,0,0,2,3,5
166207,2,2,3,3,5,0,0,0,0,0
111351,3,0,0,5,0,0,0,3,1,3
107324,5,5,7,8,0,0,5,0,0,0
77396,7,8,7,8,0,0,7,0,0,0
136888,3,0,0,3,0,0,0,1,2,2
53931,1,2,1,2,0,0,1,0,0,0
208612,2,1,1,1,0,0,2,0,0,0
129701,2,0,0,2,0,0,0,4,3,3
35796,1,0,0,1,0,0,0,1,1,1
203331,1,3,1,2,0,1,0,0,0,0
137164,1,0,0,1,0,0,0,1,1,1
177520,5,8,8,8,0,0,3,0,0,0
56751,6,3,3,2,3,0,0,0,0,0
216096,2,3,1,3,0,0,5,0,0,0
7522,2,0,0,3,0,0,0,1,1,1
60811,2,2,2,4,5,0,0,0,0,0
147646,1,1,1,1,0,0,3,0,0,0
5784,6,8,7,7,0,0,8,0,0,0
174573,2,3,5,4,4,0,0,0,0,0
14375,6,5,7,2,0,0,2,0,0,0
190242,1,1,1,1,1,0,0,0,0,0
68141,3,2,3,3,0,0,2,0,0,0
106334,3,0,0,2,0,0,0,1,3,3
125774,2,0,0,1,0,0,0,1,2,1
170412,3,8,8,8,0,5,0,0,0,0
27409,1,2,2,4,0,4,0,0,0,0
50981,3,7,7,8,0,4,0,0,0,0
4791,2,2,1,1,3,0,0,0,0,0
148769,1,4,4,3,0,1,0,0,0,0
138194,1,1,1,1,0,1,0,0,0,0
94314,6,5,8,5,8,0,0,0,0,0
44379,2,3,5,2,3,0,0,0,0,0
66240,5,0,0,7,0,0,0,5,4,6
145921,4,0,0,2,0,0,0,4,1,1
73149,1,1,2,1,0,0,1,0,0,0
86239,1,3,6,4,5,0,0,0,0,0
37971,4,4,6,6,0,4,0,0,0,0
99456,3,6,8,7,0,0,5,0,0,0
22142,5,4,5,6,4,0,0,0,0,0
122139,1,2,2,3,3,0,0,0,0,0
211951,3,0,0,7,0,0,0,3,5,4
84420,5,7,6,8,0,0,6,0,0,0
154587,2,6,7,8,0,0,4,0,0,0
157687,6,7,6,4,0,0,2,0,0,0
89730,4,4,6,4,0,4,0,0,0,0
198047,3,4,4,3,0,0,1,0,0,0
55883,2,0,0,1,0,0,0,1,1,1
152277,1,4,3,3,3,0,0,0,0,0
95666,2,5,6,4,3,0,0,0,0,0
3833,1,0,0,1,0,0,0,1,1,3
14481,3,0,0,5,0,0,0,5,5,5
12835,4,7,7,5,0,6,0,0,0,0
75434,5,2,5,4,0,0,2,0,0,0
117159,5,7,6,8,0,0,6,0,0,0
29105,1,1,2,1,0,0,1,0,0,0
199578,7,4,1,4,0,7,0,0,0,0
40087,3,0,0,1,0,0,0,1,1,1
91034,7,0,0,8,0,0,0,6,6,5
49159,2,0,0,7,0,0,0,1,2,2
78789,1,3,4,4,5,0,0,0,0,0
115624,1,2,2,1,0,0,4,0,0,0
30379,4,0,0,3,0,0,0,2,3,4
181028,3,4,3,5,0,2,0,0,0,0
88338,2,4,5,2,0,0,2,0,0,0
10664,3,5,6,7,0,0,4,0,0,0
162567,5,2,3,2,0,0,1,0,0,0
207229,3,1,1,1,2,0,0,0,0,0
158936,7,8,7,7,8,0,0,0,0,0
128944,3,0,0,5,0,0,0,2,2,2
124361,8,0,0,8,0,0,0,6,8,8
176052,4,0,0,3,0,0,0,3,2,3
202678,1,1,1,2,0,1,0,0,0,0
217569,3,7,7,8,0,5,0,0,0,0
79082,3,6,5,7,0,0,5,0,0,0
151548,4,0,0,8,0,0,0,8,2,7
78930,5,6,8,7,0,0,6,0,0,0
56970,3,1,1,3,0,1,0,0,0,0
149038,6,5,6,4,0,0,8,0,0,0
42506,3,6,4,7,7,0,0,0,0,0
50393,3,0,0,4,0,0,0,2,3,3
210241,1,1,1,1,0,1,0,0,0,0
76748,1,1,1,2,5,0,0,0,0,0
118729,4,0,0,8,0,0,0,3,6,1
213575,1,1,1,1,1,0,0,0,0,0
86111,1,1,1,1,0,0,2,0,0,0
50164,4,7,7,8,0,6,0,0,0,0
71955,5,3,3,6,0,4,0,0,0,0
220675,3,2,2,2,0,3,0,0,0,0
92310,4,1,1,2,0,0,2,0,0,0
123025,1,2,4,6,0,3,0,0,0,0
157047,3,6,7,3,6,0,0,0,0,0
134326,1,0,0,1,0,0,0,1,1,1
115354,7,7,4,6,0,0,3,0,0,0
160315,8,8,8,7,0,0,6,0,0,0
159152,4,6,7,8,7,0,0,0,0,0
209625,3,8,7,5,0,0,1,0,0,0
166,1,1,2,2,0,1,0,0,0,0
130654,5,7,6,6,0,0,3,0,0,0
30297,2,2,3,5,0,2,0,0,0,0
39013,5,4,5,4,0,0,2,0,0,0
86312,5,8,7,4,0,0,2,0,0,0
43592,1,1,1,1,0,1,0,0,0,0
129507,2,7,7,3,0,5,0,0,0,0
147656,5,0,0,5,0,0,0,5,3,7
152347,3,5,7,8,0,6,0,0,0,0
119809,4,1,2,1,2,0,0,0,0,0
197645,2,0,0,3,0,0,0,1,2,3
45912,5,3,5,4,1,0,0,0,0,0
15341,5,7,7,8,0,0,4,0,0,0
33968,2,0,0,2,0,0,0,1,2,1
99395,1,7,3,7,5,0,0,0,0,0
97355,4,3,5,7,0,2,0,0,0,0
188403,3,3,3,4,6,0,0,0,0,0
191008,1,1,1,2,1,0,0,0,0,0
18404,1,1,1,1,0,1,0,0,0,0
192346,2,2,2,1,0,0,0,1,0,0
170439,3,8,4,7,4,0,0,0,0,0
30154,3,4,4,5,0,0,3,0,0,0
17029,3,6,7,7,0,2,0,0,0,0
29545,8,0,7,8,0,8,5,0,0,0
158960,3,0,0,2,0,0,0,1,2,1
193521,5,5,7,7,6,0,0,0,0,0
52476,2,0,0,5,0,0,0,3,1,2
204052,2,2,1,1,0,1,0,0,0,0
141410,4,1,1,1,0,0,1,0,0,0
170446,5,0,0,8,0,0,0,8,7,7
127668,2,1,5,3,2,0,0,0,0,0
154841,2,1,1,1,1,0,0,0,0,0
78614,4,0,0,5,0,0,0,3,1,2
197813,3,4,7,7,6,0,0,0,0,0
99382,3,3,4,4,4,0,0,0,0,0
199769,3,1,4,3,0,0,2,0,0,0
147050,3,0,0,2,0,0,0,2,1,3
45660,1,2,4,3,0,3,0,0,0,0
35003,3,5,6,6,0,0,4,0,0,0
16237,5,8,8,7,0,0,2,0,0,0
96757,3,0,0,3,0,0,0,1,1,3
114356,1,6,5,8,0,6,0,0,0,0
66278,6,7,8,7,0,0,7,0,0,0
88862,5,8,5,8,0,0,6,0,0,0
89081,5,7,8,6,0,6,0,0,0,0
133518,4,7,6,5,5,0,0,0,0,0
100628,1,0,0,1,0,0,0,1,1,1
56595,5,3,5,8,0,0,1,0,0,0
201223,1,1,1,1,0,0,1,0,0,0
162762,2,3,3,2,0,0,1,0,0,0
211596,3,7,3,6,0,0,1,0,0,0
201647,2,0,0,4,0,0,0,1,2,3
155746,2,6,6,7,5,0,0,0,0,0
76220,4,6,6,8,0,0,1,0,0,0
123342,1,4,2,1,0,0,1,0,0,0
39256,3,2,5,6,6,0,0,0,0,0
125359,5,4,4,5,0,0,2,0,0,0
168857,4,2,1,2,5,0,0,0,0,0
26281,1,2,2,5,0,2,0,0,0,0
52265,6,7,3,4,0,6,0,0,0,0
88606,2,3,4,3,4,0,0,0,0,0
932,6,7,7,8,0,0,5,0,0,0
200211,1,3,2,4,0,0,2,0,0,0
109055,2,1,1,1,4,0,0,0,0,0
15478,5,7,6,8,0,0,3,0,0,0
3172,4,5,6,7,0,0,6,0,0,0
66887,5,8,7,8,0,0,4,0,0,0
205644,1,1,1,2,0,2,0,0,0,0
214666,6,0,0,8,0,0,0,8,6,4
190941,7,6,5,8,0,0,5,0,0,0
47371,4,7,8,8,0,0,7,0,0,0
200322,4,2,5,3,6,0,0,0,0,0
48164,3,3,2,5,0,0,3,0,0,0
57386,3,1,1,2,1,0,0,0,0,0
5996,4,4,4,7,4,0,0,0,0,0
61585,1,2,3,3,2,0,0,0,0,0
197734,5,7,7,6,0,0,3,0,0,0
149486,2,6,5,6,0,0,3,0,0,0
62256,3,3,2,4,0,0,2,0,0,0
50221,3,0,0,6,0,0,0,2,1,3
71050,2,5,5,5,0,6,0,0,0,0
51912,4,5,3,4,4,0,0,0,0,0
111919,3,0,0,8,0,0,0,1,4,4
128212,3,3,3,5,1,0,0,0,0,0
23553,2,2,2,2,0,0,6,0,0,0
221983,2,2,1,1,2,0,0,0,0,0
8283,2,1,1,2,0,2,0,0,0,0
178065,1,5,2,3,3,0,0,0,0,0
54759,1,0,0,3,0,0,0,2,1,2
38549,8,7,8,8,0,0,5,0,0,0
201550,1,0,0,1,0,0,0,1,2,1
33856,1,1,1,1,1,0,0,0,0,0
4543,1,0,0,1,0,0,0,1,1,1
64517,4,1,1,1,0,0,1,0,0,0
113420,1,2,3,5,0,0,1,0,0,0
121943,2,5,6,7,0,2,0,0,0,0
147936,2,8,8,7,0,0,6,0,0,0
70076,2,0,0,3,0,0,0,1,1,1
165523,2,0,0,1,0,0,0,1,1,1
119834,3,4,6,3,0,0,3,0,0,0
22593,1,1,1,1,2,0,0,0,0,0
53584,7,5,7,6,0,0,4,0,0,0
100912,1,0,0,2,0,0,0,1,1,1
68370,3,3,4,6,0,5,0,0,0,0
157893,5,0,0,8,0,0,0,5,2,6
22726,3,3,3,5,0,0,1,0,0,0
135020,4,3,6,3,0,0,4,0,0,0
110487,2,3,4,5,0,0,3,0,0,0
80478,5,7,7,7,0,0,3,0,0,0
162657,3,7,7,6,0,0,3,0,0,0
141155,3,6,8,7,0,0,3,0,0,0
9064,6,0,8,8,0,8,5,0,0,0
171062,1,0,0,1,0,0,0,1,2,1
216358,2,1,1,1,0,1,0,0,0,0
155659,4,0,0,8,0,0,0,2,3,2
209473,3,2,3,3,0,2,0,0,0,0
159477,2,6,4,6,0,0,5,0,0,0
137065,1,3,6,4,2,0,0,0,0,0
11837,2,3,7,6,0,4,0,0,0,0
140639,4,8,7,4,0,0,5,0,0,0
213974,1,1,1,3,7,0,0,0,0,0
149274,1,0,0,7,0,0,0,4,4,2
7982,2,0,0,7,0,0,0,5,3,3
116013,3,5,4,7,0,0,2,0,0,0
222344,1,2,1,2,0,0,2,0,0,0
195332,2,2,2,2,0,0,7,0,0,0
63372,2,0,0,7,0,0,0,6,5,6
154711,1,1,1,1,2,0,0,0,0,0
37431,3,4,6,6,5,0,0,0,0,0
212816,5,7,6,5,0,0,1,0,0,0
104916,7,8,5,5,0,0,4,0,0,0
129978,8,0,0,8,0,0,5,0,7,6
103310,1,2,4,4,2,0,0,0,0,0
140026,3,2,3,7,0,0,2,0,0,0
190707,2,1,1,3,0,0,3,0,0,0
153204,2,1,2,1,0,0,6,0,0,0
54826,6,4,7,3,0,1,0,0,0,0
202345,1,1,1,1,1,0,0,0,0,0
10704,5,5,4,6,7,0,0,0,0,0
177122,2,0,0,1,0,0,0,1,1,1
67974,4,4,6,5,0,0,4,0,0,0
166795,1,1,2,1,2,0,0,0,0,0
171132,5,0,0,8,0,0,0,8,6,7
35780,5,6,7,5,8,0,0,0,0,0
165305,5,7,8,8,0,0,1,0,0,0
56894,4,6,8,8,0,7,0,0,0,0
36463,3,0,0,1,0,0,0,1,1,2
37758,3,4,4,3,0,0,4,0,0,0
44531,1,1,2,1,2,0,0,0,0,0
81772,7,5,4,7,0,0,6,0,0,0
1209,6,5,3,3,0,0,1,0,0,0
170732,6,7,8,4,0,0,4,0,0,0
32160,1,3,3,3,4,0,0,0,0,0
13172,1,0,0,4,0,0,0,1,2,2
110366,6,6,6,8,0,0,5,0,0,0
166726,2,3,2,2,0,1,0,0,0,0
216562,2,0,0,6,0,0,0,4,5,4
221772,3,1,1,3,0,4,0,0,0,0
169496,5,8,7,3,8,0,0,0,0,0
104685,2,6,6,8,0,5,0,0,0,0
169830,3,3,3,2,0,4,0,0,0,0
141739,2,0,0,8,0,0,0,2,1,1
60056,5,5,2,5,0,0,5,0,0,0
95470,7,5,4,5,0,0,6,0,0,0
154678,1,0,0,2,0,0,0,1,2,1
124536,1,2,2,1,3,0,0,0,0,0
84430,1,0,0,8,0,0,0,1,1,1
181842,3,7,4,5,0,6,0,0,0,0
131216,1,0,0,5,0,0,0,3,2,1
181641,1,1,1,2,0,3,0,0,0,0
27116,2,1,2,1,3,0,0,0,0,0
3039,5,7,8,8,0,8,0,0,0,0
136142,1,2,3,1,2,0,0,0,0,0
172980,1,6,4,4,0,0,2,0,0,0
204078,4,2,4,5,6,0,0,0,0,0
169231,5,6,7,8,0,0,5,0,0,0
53773,3,5,8,3,4,0,0,0,0,0
143484,1,0,0,1,0,0,0,1,1,1
81052,4,2,2,2,2,0,0,0,0,0
86786,2,0,0,3,0,0,0,1,3,1
130995,4,8,5,5,0,0,5,0,0,0
78471,1,3,4,5,0,0,2,0,0,0
212216,2,6,7,7,0,6,0,0,0,0
183429,1,2,2,1,0,0,1,0,0,0
69315,2,1,1,2,0,1,0,0,0,0
116513,3,4,6,8,0,0,6,0,0,0
205318,6,6,5,7,0,0,5,0,0,0
168261,6,8,5,5,0,0,5,0,0,0
138324,5,0,0,8,0,0,0,6,3,6
162621,4,2,1,1,0,0,1,0,0,0
161993,1,0,0,1,0,0,0,1,1,1
128339,2,3,1,2,4,0,0,0,0,0
84275,5,2,3,4,0,0,6,0,0,0
35964,4,5,7,8,0,0,6,0,0,0
74039,5,8,8,8,0,0,6,0,0,0
72244,5,7,8,7,0,0,5,0,0,0
219503,1,2,1,2,1,0,0,0,0,0
148888,2,6,7,3,2,0,0,0,0,0
64808,2,1,1,1,0,1,0,0,0,0
64962,5,8,6,8,7,0,0,0,0,0
117930,3,5,4,5,4,0,0,0,0,0
137368,6,4,3,5,0,0,7,0,0,0
147124,6,4,3,4,0,0,7,0,0,0
195663,4,5,3,3,0,0,3,0,0,0
164296,4,2,3,2,0,0,1,0,0,0
17497,5,4,4,7,5,0,0,0,0,0
6073,4,4,4,6,0,0,2,0,0,0
118827,2,0,0,8,0,0,0,3,2,3
64127,1,0,0,7,0,0,0,2,2,2
184331,3,2,6,7,0,5,0,0,0,0
144898,2,2,3,2,0,0,1,0,0,0
105461,2,2,3,2,2,0,0,0,0,0
184402,4,4,4,6,2,0,0,0,0,0
88762,7,6,5,6,0,0,5,0,0,0
208945,2,3,2,1,0,0,1,0,0,0
218924,2,6,7,8,0,0,4,0,0,0
135190,1,6,6,7,0,5,0,0,0,0
26986,6,0,0,8,0,0,0,2,3,5
176454,6,0,0,7,0,0,0,5,3,6
12969,1,2,1,1,1,0,0,0,0,0
92080,2,2,5,5,0,0,1,0,0,0
39006,5,6,6,5,0,0,4,0,0,0
62469,1,1,2,1,3,0,0,0,0,0
50505,2,7,6,7,0,0,7,0,0,0
198134,5,0,0,8,6,0,1,4,0,0
152815,6,5,6,5,0,0,4,0,0,0
174904,1,4,4,5,0,0,3,0,0,0
203682,7,6,7,3,0,0,4,0,0,0
107392,2,0,0,7,0,0,0,2,5,4
12455,1,1,5,3,5,0,0,0,0,0
15179,3,3,5,7,5,0,0,0,0,0
38656,1,3,1,3,0,0,1,0,0,0
44180,1,4,4,4,3,0,0,0,0,0
63512,2,5,5,5,0,0,3,0,0,0
119215,3,6,6,4,0,0,3,0,0,0
36064,3,3,2,2,0,0,2,0,0,0
211700,2,5,7,7,0,0,4,0,0,0
64268,2,6,7,7,0,8,0,0,0,0
161685,3,0,0,3,0,0,5,0,1,2
208841,3,7,8,5,0,7,0,0,0,0
47593,2,0,0,6,0,0,0,1,1,2
170972,1,7,3,2,2,0,0,0,0,0
108625,5,6,8,7,0,0,4,0,0,0
32516,6,7,8,7,0,0,5,0,0,0
141273,3,2,4,4,0,0,3,0,0,0
73020,1,0,0,3,0,0,0,1,2,1
146030,3,6,5,5,0,0,1,0,0,0
195225,1,6,6,3,0,0,4,0,0,0
160781,1,2,3,3,0,0,1,0,0,0
93873,3,5,8,3,0,0,6,0,0,0
9603,3,4,4,4,0,0,3,0,0,0
206747,1,6,5,7,0,6,0,0,0,0
123580,1,0,0,1,0,0,0,1,1,1
95895,5,8,8,8,0,0,4,0,0,0
151602,6,8,5,7,6,0,0,0,0,0
86004,5,4,5,6,3,0,0,0,0,0
169438,3,0,0,1,0,0,0,1,1,1
217015,4,3,2,1,0,0,1,0,0,0
113287,3,4,5,6,4,0,0,0,0,0
55565,1,2,2,2,0,2,0,0,0,0
168083,6,8,8,7,8,0,0,0,0,0
152232,1,4,4,4,0,6,0,0,0,0
202708,6,6,2,5,0,5,0,0,0,0
23558,1,4,5,3,7,0,0,0,0,0
90469,3,6,7,3,4,0,0,0,0,0
20300,2,0,0,3,0,0,0,3,1,3
167124,6,6,6,8,0,0,5,0,0,0
25734,3,0,0,7,0,0,0,5,4,4
113230,3,2,2,2,0,1,0,0,0,0
82319,6,5,4,3,0,0,3,0,0,0
104017,1,0,0,4,0,0,0,1,3,3
13277,4,5,4,7,6,0,0,0,0,0
222249,1,2,1,3,0,1,0,0,0,0
199858,1,2,2,2,0,0,1,0,0,0
81435,2,4,7,8,0,4,0,0,0,0
150668,1,3,4,3,0,0,3,0,0,0
118601,6,4,6,4,0,0,4,0,0,0
134354,4,4,4,6,0,5,0,0,0,0
142940,4,0,0,2,0,0,0,1,1,1
174616,7,7,3,5,0,0,5,0,0,0
12962,3,3,4,2,0,0,2,0,0,0
28899,3,1,2,1,0,0,3,0,0,0
61019,5,4,5,5,0,0,5,0,0,0
91057,1,4,4,5,6,0,0,0,0,0
181193,3,0,0,6,0,0,0,3,4,4
202291,4,0,0,2,0,0,0,3,1,2
43018,6,7,5,6,0,0,4,0,0,0
142699,1,3,2,2,0,2,0,0,0,0
163905,3,0,0,4,0,0,0,2,2,1
207864,3,6,5,6,0,0,1,0,0,0
20146,4,3,2,1,7,0,0,0,0,0
148390,3,7,6,7,0,0,4,0,0,0
105359,3,4,4,3,0,7,0,0,0,0
129433,1,1,2,1,2,0,0,0,0,0
3925,4,3,4,3,0,4,0,0,0,0
188022,1,1,1,2,0,3,0,0,0,0
112009,3,2,2,7,0,2,0,0,0,0
201688,2,4,5,6,0,0,8,0,0,0
135050,1,7,6,8,0,0,4,0,0,0
53397,6,8,6,7,0,6,0,0,0,0
193722,2,2,1,1,1,0,0,0,0,0
141068,2,3,3,7,0,2,0,0,0,0
18961,4,5,8,5,0,8,0,0,0,0
91762,7,8,7,8,0,0,3,0,0,0
184652,1,0,0,2,0,0,0,2,1,1
209676,3,4,3,4,0,5,0,0,0,0
56366,6,3,2,2,4,0,0,0,0,0
141098,3,0,0,5,0,0,0,4,3,5
181238,1,5,3,7,0,4,0,0,0,0
75306,2,3,3,2,0,2,0,0,0,0
98279,4,7,5,5,0,0,2,0,0,0
219603,4,0,0,4,0,0,0,4,1,6
182114,6,3,3,2,0,0,2,0,0,0
169165,1,4,5,5,0,3,0,0,0,0
189179,2,4,4,2,2,0,0,0,0,0
219026,3,6,5,5,0,0,2,0,0,0
160095,7,5,6,8,0,8,0,0,0,0
214219,1,1,1,1,1,0,0,0,0,0
212119,1,0,0,1,0,0,0,1,1,1
175030,3,8,7,8,5,0,0,0,0,0
165049,5,5,3,5,0,0,1,0,0,0
12972,4,6,5,6,0,0,6,0,0,0
80611,1,5,2,5,0,0,1,0,0,0
57389,2,0,0,1,0,0,0,1,1,1
71363,3,5,6,5,0,0,5,0,0,0
191988,2,0,0,3,0,0,0,1,1,1
168339,2,7,7,8,8,0,0,0,0,0
166878,2,2,3,1,6,0,0,0,0,0
69194,2,2,3,4,0,5,0,0,0,0
18585,5,5,4,2,5,0,0,0,0,0
132467,2,7,6,5,0,5,0,0,0,0
98677,5,3,5,4,1,0,0,0,0,0
45093,6,5,6,7,0,0,5,0,0,0
189775,2,2,4,5,0,0,1,0,0,0
209616,6,7,7,7,0,0,2,0,0,0
127081,5,7,5,7,0,0,4,0,0,0
209731,3,4,5,8,0,0,1,0,0,0
41813,2,8,5,6,0,4,0,0,0,0
53191,1,1,2,1,1,0,0,0,0,0
132305,2,1,1,2,0,1,0,0,0,0
17261,6,0,0,8,0,0,0,5,5,4
23079,1,0,0,1,0,0,0,1,1,1
6921,4,0,0,6,0,0,0,3,2,1
15129,1,8,6,4,0,0,5,0,0,0
208593,5,7,6,7,0,0,5,0,0,0
85303,7,0,0,8,0,0,0,4,5,7
95424,5,5,5,7,4,0,0,0,0,0
107593,1,6,6,7,7,0,0,0,0,0
90637,5,8,7,8,0,0,4,0,0,0
200890,5,0,0,5,0,0,0,3,5,4
20367,2,2,1,3,0,0,3,0,0,0
71447,5,6,4,4,0,0,3,0,0,0
50046,2,7,6,5,0,0,1,0,0,0
215271,2,1,2,3,0,2,0,0,0,0
134852,5,3,2,3,0,0,4,0,0,0
107234,1,0,0,4,0,0,0,2,2,1
83711,2,0,0,4,0,0,0,2,1,2
147048,1,4,4,4,0,3,0,0,0,0
205047,4,2,2,2,3,0,0,0,0,0
148097,4,6,6,4,0,0,3,0,0,0
24922,2,0,0,1,0,0,0,1,1,4
75789,5,4,2,4,3,0,0,0,0,0
38551,3,5,3,5,0,0,2,0,0,0
211433,2,8,3,4,0,0,5,0,0,0
165991,6,7,6,5,0,0,7,0,0,0
22056,2,2,1,2,0,0,4,0,0,0
144181,1,3,3,2,1,0,0,0,0,0
23720,1,1,1,1,0,1,0,0,0,0
32987,1,2,4,2,0,3,0,0,0,0
179810,6,4,2,4,0,0,5,0,0,0
154504,4,7,8,8,0,0,6,0,0,0
124658,5,5,5,7,8,0,0,0,0,0
28043,3,5,6,8,6,0,0,0,0,0
2393,2,2,1,2,0,0,2,0,0,0
127838,3,7,7,5,4,0,0,0,0,0
59131,1,4,2,3,0,2,0,0,0,0
174833,3,4,5,3,4,0,0,0,0,0
131727,7,6,5,7,0,0,2,0,0,0
124106,3,2,1,3,0,0,1,0,0,0
124256,8,8,7,8,0,0,2,0,0,0
94357,1,3,3,4,4,0,0,0,0,0
208314,1,2,4,1,0,0,3,0,0,0
174323,8,7,7,7,0,0,2,0,0,0
215983,1,5,6,7,0,3,0,0,0,0
180876,2,1,2,1,0,0,3,0,0,0
220398,6,0,0,8,0,0,0,8,6,7
202456,2,3,3,3,0,0,1,0,0,0
130575,4,4,4,2,6,0,0,0,0,0
176991,1,4,3,3,0,0,1,0,0,0
30255,3,4,4,4,0,4,0,0,0,0
111498,5,0,0,8,0,0,0,5,6,7
164195,5,8,6,8,0,0,3,0,0,0
72565,4,2,4,3,0,0,4,0,0,0
201393,7,4,6,5,0,0,3,0,0,0
168354,1,0,0,1,0,0,0,1,1,1
2653,2,5,6,5,2,0,0,0,0,0
163879,1,1,2,1,0,2,0,0,0,0
140408,2,7,3,6,0,0,5,0,0,0
1517,6,3,6,3,0,0,3,0,0,0
191171,6,7,7,6,0,0,1,0,0,0
117750,3,3,5,3,0,0,2,0,0,0
111871,6,5,4,3,0,0,3,0,0,0
173829,5,0,0,4,0,0,0,5,4,6
191634,1,3,3,1,1,0,0,0,0,0
8105,3,2,3,2,3,0,0,0,0,0
200651,1,2,2,3,0,0,2,0,0,0
126486,4,6,8,5,0,4,0,0,0,0
211386,4,5,5,5,0,5,0,0,0,0
209222,1,4,3,3,2,0,0,0,0,0
71435,4,3,3,2,3,0,0,0,0,0
105199,5,1,3,4,0,0,2,0,0,0
15389,1,2,1,1,0,1,0,0,0,0
157005,1,1,1,1,3,0,0,0,0,0
149131,4,4,6,6,0,4,0,0,0,0
34857,3,2,2,5,2,0,0,0,0,0
156701,2,3,2,3,0,0,1,0,0,0
73602,2,0,0,3,0,0,0,1,1,2
16600,2,2,1,1,0,0,4,0,0,0
80918,2,0,0,3,0,0,0,1,1,1
174683,3,4,4,5,0,0,4,0,0,0
54706,5,8,6,7,0,7,0,0,0,0
94625,5,5,5,4,7,0,0,0,0,0
2943,1,1,1,1,1,0,0,0,0,0
39655,5,6,8,5,5,0,0,0,0,0
746,5,7,6,5,0,0,7,0,0,0
173838,4,4,4,3,0,0,3,0,0,0
115327,1,1,1,1,1,0,0,0,0,0
206211,2,4,3,3,0,1,0,0,0,0
28260,2,3,3,4,4,0,0,0,0,0
46017,1,1,1,1,0,1,0,0,0,0
208669,6,5,7,6,6,0,0,0,0,0
136008,2,5,5,7,0,6,0,0,0,0
106803,7,7,5,7,0,0,4,0,0,0
165309,2,0,0,7,0,0,0,2,3,1
30045,3,1,1,1,2,0,0,0,0,0
70002,5,5,4,7,0,0,2,0,0,0
177089,2,3,5,7,0,0,3,0,0,0
146972,3,3,3,2,0,0,3,0,0,0
95922,3,3,6,5,7,0,0,0,0,0
62387,3,5,5,5,1,0,0,0,0,0
111964,4,4,4,2,6,0,0,0,0,0
85014,1,0,0,5,0,0,0,3,5,3
214491,4,3,3,4,0,0,2,0,0,0
130831,1,1,2,2,0,2,0,0,0,0
72576,7,8,7,5,0,0,5,0,0,0
151283,5,5,5,6,3,0,0,0,0,0
201407,5,8,6,3,0,0,7,0,0,0
1985,5,0,0,8,0,0,4,0,4,8
39993,1,1,1,1,0,1,0,0,0,0
79519,1,0,0,1,0,0,0,1,1,1
183107,1,1,1,1,0,0,2,0,0,0
35654,7,0,0,3,0,0,0,2,2,4
15483,7,0,0,8,0,0,3,0,7,4
58337,6,8,7,8,0,0,8,0,0,0
160312,5,0,0,6,0,0,0,3,1,2
6582,2,0,0,8,0,0,0,4,5,5
29735,3,4,5,2,0,0,4,0,0,0
203125,1,1,1,1,0,1,0,0,0,0
68194,1,6,3,8,0,5,0,0,0,0
162835,1,1,2,1,2,0,0,0,0,0
144654,1,0,0,2,0,0,0,1,2,1
121945,1,0,0,5,0,0,0,2,1,2
164791,1,3,2,6,3,0,0,0,0,0
25046,5,5,6,7,0,0,2,0,0,0
27201,4,8,7,3,7,0,0,0,0,0
210061,3,4,2,7,6,0,0,0,0,0
113685,7,5,6,5,0,0,7,0,0,0
197362,5,7,7,6,0,0,5,0,0,0
89534,4,7,5,7,7,0,0,0,0,0
182980,5,6,5,5,0,0,7,0,0,0
182317,4,2,3,1,5,0,0,0,0,0
84993,3,2,2,2,0,3,0,0,0,0
208139,1,3,2,3,0,0,1,0,0,0
37850,2,1,2,2,0,1,0,0,0,0
176920,1,3,4,3,0,0,2,0,0,0
178234,3,2,4,2,2,0,0,0,0,0
330,2,0,0,2,0,0,0,1,1,1
111590,3,3,2,3,0,0,4,0,0,0
74711,2,4,2,5,0,0,4,0,0,0
184964,1,1,1,1,0,1,0,0,0,0
179239,8,6,5,3,0,2,0,0,0,0
120477,5,4,4,5,0,0,5,0,0,0
137502,3,4,3,3,0,0,1,0,0,0
142317,2,1,2,1,0,0,1,0,0,0
